MOF_id,MOF_name,VSA_Score,TSA_Score,CO2_VSA_capacity,CO2_TSA_capacity,CO2N2_actual_selectivity,PE_VSA_parasitic_energy,CO2_TSA_regen_heat,N2_ads_0.75bar,VSA_Rank,TSA_Rank
47,AFOYIE_clean,18.662575012706913,18.821138300951656,0.3299636863,0.2915863941,7.6,18.778,241.82,0.2323,181,181
54,AGOFEJ_clean,18.62455408953847,18.926236446275773,0.3508286416,0.3151035036,7.4,19.249,226.91,0.2556,182,180
79,ALONEV_clean,18.49417589294985,17.893773934961718,0.0717632297,0.0652485968,8.4,18.388,1016.98,0.0456,183,187
56,AGONEQ_clean,18.36674798070997,18.52248171270943,0.3279182352,0.2877669639,7.3,18.912,243.88,0.2399,184,183
150,ASOHUL_clean,18.08042251062105,18.075449313615454,0.23409976640000002,0.2056428373,7.6,18.648,334.21,0.1642,185,185
241,BEDYEQ_clean,18.077201217923513,18.384959241905193,0.3202789513,0.28750368249999997,7.1,19.529,247.02,0.2415,186,184
71,ALEJEI_clean,17.768952844472206,18.021884138978876,0.3314663806,0.2911917154,6.7,19.626,242.0,0.2633,187,186
107,ANUGOG_clean,17.512493427342445,17.739906964523648,0.34570396449999996,0.29928048469999996,6.4,19.898,234.89,0.2902,188,188
126,AQUCOF_clean,17.44473568539093,17.403052209724923,0.1945928806,0.170990579,7.0,19.267,398.38,0.149,189,191
100,AMUXAI_clean,17.359883328723477,17.206098749010195,0.15273455219999998,0.13583473399999998,6.9,19.474,497.56,0.1184,190,193
72,ALEJIM_clean,17.32429401415398,17.60934195293808,0.32139113760000004,0.2815778848,6.4,19.977,249.27,0.269,191,189
149,ASIVEF_clean,17.277094586818844,17.4965098671021,0.3138679985,0.27198884349999997,6.4,19.929,257.13,0.2624,192,190
230,BAPDAA_clean,17.24845158993043,17.147615254249747,0.1752359428,0.1528313436,6.8,19.503,443.4,0.1388,193,194
127,AQUDAS_clean,17.247031773351424,17.20981315140785,0.19050030999999998,0.16692866439999998,6.8,19.523,407.57,0.151,194,192
195,AWAHEM_clean,17.160228166829512,16.521985044646755,0.0533255003,0.0459633866,6.1,20.19,1431.54,0.0467,195,204
245,BEPMAM_clean,17.08913335046901,17.098550233928293,0.19554208629999997,0.17206602049999997,6.6,19.732,396.57,0.1576,196,195
128,AQUDIB_clean,17.07068423884653,17.040814692908597,0.18723152040000002,0.1639670612,6.6,19.671,414.22,0.1523,197,198
244,BEPLUF_clean,16.966808527364392,16.973721628055863,0.1884785416,0.1661295767,6.5,19.929,410.03,0.1558,198,200
192,AVOSIO_charged,16.919503691025405,16.51843957404772,0.0901858346,0.079773032,6.1,20.416,834.0,0.0788,199,205
247,BEPNIV_clean,16.890641378569907,16.911896134918504,0.1912910317,0.1684276753,6.4,19.961,404.6,0.1592,200,201
17,ACUJOZ_manual,16.888409715905,17.087667044315037,0.2831890512,0.24449927389999998,6.2,20.018,283.2,0.2428,201,196
231,BAQWIC_clean,16.87935303081166,16.42249340832337,0.0829485569,0.0720218731,6.0,20.413,920.05,0.0743,202,208
229,BANMAG_clean,16.834539902236013,16.239020200396308,0.05856662490000001,0.049678889200000007,5.7,20.687,1325.06,0.0549,203,210
70,ALANAD_clean,16.750847443720243,16.99993105147121,0.30635566799999997,0.2637688917,6.0,20.237,263.11,0.2727,204,199
249,BEPNUH_clean,16.72181227655169,16.335104920083023,0.0954991415,0.0825436491,5.9,20.493,804.55,0.087,205,209
204,AXINAX01_clean,16.703769102529765,17.051626797339996,0.3057474567,0.2678874602,6.0,20.599,261.5,0.2744,206,197
234,BAWROI_clean,16.693083001981535,16.856425959979294,0.24107681120000002,0.2097068738,6.2,20.263,328.28,0.2095,207,202
28,ADODAA_charged,16.67749697483622,16.509802905080395,0.1450944741,0.1254335125,6.1,20.169,535.3,0.1272,208,206
248,BEPNOB_clean,16.592342325160566,16.558048624519238,0.1690577005,0.1480302546,6.1,20.39,457.42,0.1491,209,203
250,BEPPAP_clean,16.52159307771391,16.1178550095853,0.09033351790000001,0.07744927530000001,5.6,20.786,855.94,0.0856,210,212
246,BEPMIU_clean,16.405943918217716,16.02132345575123,0.0931925502,0.07936852159999999,5.5,20.989,835.72,0.0903,211,216
74,ALIXUP_clean,16.3975942578385,15.766454778584174,0.04018729,0.0340495244,4.9,22.239,1925.53,0.0443,212,218
99,AMUWUB_clean,16.27679392454399,16.083812452491554,0.1265096907,0.10965280910000001,5.6,20.95,610.31,0.1206,213,215
106,ANUGIA_clean,16.22370822909941,16.446812721273897,0.28497496510000003,0.241866588,5.7,20.721,285.31,0.2686,214,207
57,AGOVOJ_clean,16.128955891407294,16.215461693763856,0.21223345689999998,0.18066657939999997,5.7,20.705,376.94,0.1981,215,211
196,AWASEY_clean,15.973553199849338,15.50840649085383,0.0707759469,0.05912564359999999,4.8,22.28,1115.33,0.0789,216,222
16,ACUFEK_clean,15.86647952318548,16.09753727415447,0.26144462,0.2217772896,5.5,21.115,310.03,0.2558,217,213
20,ADASEF_clean,15.839873731139795,16.095211502197593,0.24475003090000003,0.21070147860000002,5.5,21.229,326.41,0.2392,218,214
77,ALOLIY_clean,15.64601532843159,15.052029293087333,0.029462075400000003,0.0238896572,3.7,24.943,2734.57,0.0421,219,226
209,AXUBAW_manual,15.64220434597373,15.731973142149139,0.1980910604,0.1673539409,5.3,21.271,404.43,0.1997,220,219
238,BAZGEQ_clean,15.495212202879301,15.82104022652912,0.2681962215,0.2289233869,5.2,21.548,301.08,0.2741,221,217
182,AVILEY_clean,15.317116092538773,15.167761109095434,0.12327975890000001,0.10336813,4.7,22.55,644.95,0.1409,222,225
148,ASIVAB_clean,15.2949494678087,15.546273221202043,0.2393839906,0.20227468120000003,5.1,21.746,338.07,0.2511,223,220
96,AMODUC_clean,15.286405922568472,15.535431412760808,0.2564935915,0.2145021695,5.1,21.624,318.48,0.2704,224,221
97,AMOFAK_clean,15.166619418784915,15.408281564389926,0.2536303426,0.211108753,5.0,21.695,322.95,0.2704,225,223
164,ATIJUJ_manual,15.120197233139615,14.716191775907175,0.06788487,0.0557181935,3.9,24.639,1181.57,0.0936,226,228
